구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
공중화장실,잠실나루,서울특별시송파구오금로20,서울특별시송파구신천동1,N,6,3,2,0,2,1,10,2,2,서울교통공사,02-6110-2151,05:00~01:00,10-Jan,37.518622,127.1049,2018-02-28
공중화장실,잠원,서울특별시서초구잠원로4길지하46,서울특별시서초구잠원동65-17,N,5,5,1,0,0,0,5,1,0,서울교통공사,02-6110-3381,05:00~01:00,03-Jan,37.513082,127.011857,2018-02-28
공중화장실,장암,경기도의정부시동일로121,경기도의정부시동일로121,N,5,3,1,0,1,0,5,1,1,서울교통공사,02-6311-7091,05:00~01:00,15-Dec,37.699655,127.050087,2018-02-28
공중화장실,장지,서울특별시송파구송파대로지하82,서울특별시송파구송파대로지하82,N,16,10,1,0,0,0,17,1,0,서울교통공사,02-6311-8191,05:00~01:00,08-Dec,37.482299,127.124225,2018-02-28
공중화장실,장승배기,서울특별시동작구상도로지하188,서울특별시동작구상도로지하188,N,10,7,1,0,0,0,7,1,0,서울교통공사,02-6311-7401,05:00~01:00,01-Jan,37.504905,126.937002,2018-02-28
공중화장실,장한평,서울특별시동대문구천호대로지하405,서울특별시동대문구천호대로지하405,N,8,5,1,0,0,0,8,1,0,서울교통공사,02-6311-5431,05:00~01:00,06-Jul,37.561472,127.062468,2018-02-28
공중화장실,제기동,서울특별시동대문구왕산로지하93,서울특별시동대문구제기동51,N,7,5,2,0,2,1,13,2,2,서울교통공사,02-6110-1251,05:00~01:00,10-Jan,37.578163,127.034687,2018-02-28
공중화장실,종각,서울특별시종로구종로지하55,서울특별시종로구종로1가44,N,5,5,2,0,0,1,16,2,1,서울교통공사,02-6110-1311,05:00~01:00,08-Jan,37.570175,126.983226,2018-02-28
공중화장실,종로3가,서울특별시종로구돈화문로11길지하26,서울특별시종로구돈화문로11길지하26,N,11,6,1,0,1,0,13,1,1,서울교통공사,02-6311-5341,05:00~01:00,12-Oct,37.5715,126.989059,2018-02-28
공중화장실,종로3가(1)(역무실앞),서울특별시종로구종로지하129,서울특별시종로구종로3가61-68,N,4,3,2,0,1,0,9,2,1,서울교통공사,02-6110-1301,05:00~01:00,02-Jan,37.570384,126.992008,2018-02-28
공중화장실,종로3가(1)(종각역측),서울특별시종로구종로지하129,서울특별시종로구종로3가61-68,N,6,5,2,0,2,1,13,2,2,서울교통공사,02-6110-1301,05:00~01:00,10-Jan,37.570384,126.992008,2018-02-28
공중화장실,종로3가(3)(지하2층),서울특별시종로구돈화문로지하30,서울특별시종로구묘동59,N,2,1,0,0,0,0,2,0,0,서울교통공사,02-6110-3291,05:00~01:00,10-Jan,37.571196,126.991959,2018-02-28
공중화장실,종로3가(3)(지하3층),서울특별시종로구돈화문로지하30,서울특별시종로구묘동59,N,5,5,2,1,1,1,15,2,2,서울교통공사,02-6110-3291,05:00~01:00,01-Jan,37.571196,126.991959,2018-02-28
공중화장실,종로5가,서울특별시종로구종로지하216,서울특별시종로구종로5가124-8,N,4,3,2,0,1,0,9,2,1,서울교통공사,02-6110-1291,05:00~01:00,14-Jan,37.570866,127.001906,2018-02-28
공중화장실,종합운동장(삼성역측),서울특별시송파구올림픽로지하23,서울특별시송파구잠실1동1-236,N,6,4,2,0,2,1,11,2,2,서울교통공사,02-6110-2181,05:00~01:00,Jan-00,37.511568,127.090608,2018-02-28
공중화장실,종합운동장(신천역측),서울특별시송파구올림픽로지하23,서울특별시송파구잠실1동1-236,N,9,13,1,0,0,0,14,1,0,서울교통공사,02-6110-2181,05:00~01:00,10-Jan,37.511568,127.090608,2018-02-28
공중화장실,중계,서울특별시노원구동일로지하1308-1,서울특별시노원구동일로지하1308-1,N,11,6,1,0,1,0,11,1,1,서울교통공사,02-6311-7141,05:00~01:00,14-Oct,37.645494,127.061718,2018-02-28
공중화장실,중곡,서울특별시광진구능동로지하417,서울특별시광진구능동로지하417,N,8,4,1,0,1,0,8,1,1,서울교통공사,02-6311-7241,05:00~01:00,12-Oct,37.565535,127.081897,2018-02-28
공중화장실,중화,서울특별시중랑구동일로지하797,서울특별시중랑구동일로지하797,N,7,4,1,0,1,0,8,1,1,서울교통공사,02-6311-7191,05:00~01:00,09-Jul,37.602572,127.077096,2018-02-28
공중화장실,증산,서울특별시은평구증산로지하306,서울특별시은평구증산로지하306,N,12,8,1,0,0,0,12,1,0,서울교통공사,02-6311-6171,05:00~01:00,01-Mar,37.583933,126.907497,2018-02-28
공중화장실,창신,서울특별시종로구지봉로지하112,서울특별시종로구지봉로지하112,N,8,5,1,0,0,0,6,1,0,서울교통공사,02-6311-6371,05:00~01:00,01-Jan,37.579361,127.013092,2018-02-28
공중화장실,창동,서울특별시도봉구마들로11길77,서울특별시도봉구창5동135,N,5,7,2,0,1,1,18,2,1,서울교통공사,02-6110-4121,05:00~01:00,09-Jan,37.653186,127.048114,2018-02-28
공중화장실,천왕,서울특별시구로구오리로지하1154,서울특별시구로구오리로지하1154,N,7,4,1,0,0,0,4,1,0,서울교통공사,02-6311-7491,05:00~01:00,Jan-00,37.486686,126.836492,2018-02-28
공중화장실,천호,서울특별시강동구천호대로지하997,서울특별시강동구천호대로지하997,N,16,11,1,0,1,0,16,1,1,서울교통공사,02-6311-5471,05:00~01:00,09-Jul,37.538462,127.122905,2018-02-28
공중화장실,철산,경기도광명시철산로지하13,경기도광명시철산로지하13,N,7,5,1,0,0,0,7,1,0,서울교통공사,02-6311-7471,05:00~01:00,Apr-00,37.479597,126.873322,2018-02-28
공중화장실,청담,서울특별시강남구학동로지하508,서울특별시강남구학동로지하508,N,16,12,1,0,0,0,14,1,0,서울교통공사,02-6311-7291,05:00~01:00,01-Feb,37.51912,127.049748,2018-02-28
공중화장실,청구(6),서울특별시중구청구로지하77,서울특별시중구청구로지하77,N,8,5,1,0,0,0,7,1,0,서울교통공사,02-6311-5371,05:00~01:00,01-Aug,37.557424,127.009814,2018-02-28
공중화장실,청량리,서울특별시동대문구왕산로지하205,서울특별시동대문구전농2동620-69,N,2,2,0,0,0,0,2,0,0,서울교통공사,02-6110-1241,05:00~01:00,10-Jan,37.579984,127.045547,2018-02-28
공중화장실,총신대입구,서울특별시동작구동작대로지하117,서울특별시동작구사당2동9-31,N,3,3,1,0,0,0,3,1,0,서울교통공사,02-6110-1460,05:00~01:00,Jan-00,37.487514,126.982162,2018-02-28
공중화장실,춘의,경기도부천시원미구길주로지하406,경기도부천시원미구길주로지하406,N,8,5,1,0,0,0,12,1,0,서울교통공사,02-6311-7531,05:00~01:00,12-Oct,37.50371,126.78489,2018-02-28
공중화장실,충무로,서울특별시중구퇴계로지하199,서울특별시중구충무로4가125,N,7,4,2,0,0,1,16,2,1,서울교통공사,02-6110-4231,05:00~01:00,12-Jan,37.561159,126.994398,2018-02-28
공중화장실,충정로,서울특별시서대문구서소문로지하17,서울특별시서대문구충정로3가295-60,N,3,5,2,0,0,0,4,2,0,서울교통공사,02-6110-2431,05:00~01:00,Jan-98,37.559493,126.963818,2018-02-28
공중화장실,충정로,서울특별시서대문구충정로지하28-1,서울특별시서대문구충정로지하28-1,N,5,3,1,0,1,0,5,1,1,서울교통공사,02-6311-5311,05:00~01:00,12-Oct,37.560055,126.961483,2018-02-28
공중화장실,태릉입구(6),서울특별시노원구동일로지하992-1,서울특별시노원구동일로지하992-1,N,9,5,1,1,0,0,6,1,1,서울교통공사,02-6311-7171,05:00~01:00,01-Jan,37.617909,127.072846,2018-02-28
공중화장실,태릉입구(7),서울특별시노원구동일로지하992-1,서울특별시노원구동일로지하992-1,N,7,4,1,0,1,0,8,1,1,서울교통공사,02-6311-7171,05:00~01:00,13-Nov,37.617909,127.072846,2018-02-28
공중화장실,하계,서울특별시노원구동일로지하1196,서울특별시노원구동일로지하1196,N,10,6,1,0,1,0,11,1,1,서울교통공사,02-6311-7151,05:00~01:00,09-Oct,37.63595,127.066024,2018-02-28
공중화장실,학동,서울특별시강남구학동로지하180,서울특별시강남구학동로지하180,N,9,6,1,0,0,0,8,1,0,서울교통공사,02-6311-7311,05:00~01:00,01-Feb,37.515323,127.027744,2018-02-28
공중화장실,학여울,서울특별시강남구남부순환로지하3104,서울특별시강남구대치동514,N,4,5,1,0,0,0,6,1,0,서울교통공사,02-6110-3461,05:00~01:00,06-Jan,37.496679,127.071705,2018-02-28
공중화장실,한강진,서울특별시용산구이태원로지하287,서울특별시용산구이태원로지하287,N,11,8,1,0,0,0,10,1,0,서울교통공사,02-6311-6311,05:00~01:00,01-Aug,37.539518,126.999547,2018-02-28
공중화장실,한성대,서울특별시성북구삼선교로지하1,서울특별시성북구삼선동1가14,N,5,7,1,0,0,0,5,1,0,서울교통공사,02-6110-4191,05:00~01:00,03-Jan,37.588021,127.005797,2018-02-28
공중화장실,한양대,서울특별시성동구왕십리로206,서울특별시성동구행당동산17,N,6,8,2,0,2,1,16,2,2,서울교통공사,02-6110-2091,05:00~01:00,10-Jan,37.555259,127.043658,2018-02-28
공중화장실,합정,서울특별시마포구양화로지하45,서울특별시마포구양화로지하45,N,7,5,1,0,1,0,5,1,1,서울교통공사,02-6311-6221,05:00~01:00,01-Mar,37.549575,126.911802,2018-02-28
공중화장실,합정,서울특별시마포구양화로지하55,서울특별시마포구서교동393,N,3,5,2,0,0,1,16,2,1,서울교통공사,02-6110-2381,05:00~01:00,08-Jan,37.550008,126.914504,2018-02-28
공중화장실,행당,서울특별시성동구행당로지하89,서울특별시성동구행당로지하89,N,9,5,1,0,1,0,9,1,1,서울교통공사,02-6311-5391,05:00~01:00,09-Oct,37.557983,127.026318,2018-02-28
공중화장실,혜화,서울특별시종로구대학로지하120,서울특별시종로구명륜동4가1,N,6,5,2,0,1,1,11,2,1,서울교통공사,02-6110-4201,05:00~01:00,09-Jan,37.581893,127.001953,2018-02-28
공중화장실,홍대입구,서울특별시마포구양화로지하160,서울특별시마포구동교동165,N,4,5,1,0,0,1,8,1,0,서울교통공사,02-6110-2391,05:00~01:00,11-Jan,37.556729,126.923642,2018-02-28
공중화장실,홍제,서울특별시서대문구통일로지하440-1,서울특별시서대문구홍제동330-66,N,4,4,2,0,0,1,11,2,1,서울교통공사,02-6110-3241,05:00~01:00,08-Jan,37.588672,126.944227,2018-02-28
공중화장실,화곡,서울특별시강서구화곡로지하168,서울특별시강서구화곡로지하168,N,11,7,1,0,1,0,11,1,1,서울교통공사,02-6311-5171,05:00~01:00,09-Jul,37.541578,126.838247,2018-02-28
공중화장실,화랑대,서울특별시노원구화랑로지하510,서울특별시노원구화랑로지하510,N,14,10,1,1,1,0,13,1,1,서울교통공사,02-6311-6461,05:00~01:00,01-Jan,37.62187,127.086099,2018-02-28
공중화장실,회현,서울특별시중구퇴계로지하54,서울특별시중구남창동46,N,5,6,2,1,1,1,12,2,2,서울교통공사,02-6110-4251,05:00~01:00,12-Jan,37.55903,126.977252,2018-02-28
공중화장실,효창공원앞,서울특별시용산구백범로지하287,서울특별시용산구백범로지하287,N,8,5,1,0,0,0,8,1,0,서울교통공사,02-6311-6271,05:00~01:00,01-Jun,37.539289,126.95915,2018-02-28
